"seqn","hoq040","hod050","hod060","hoq065","hoq070","hoq080"
56834,99,7,3,2,1,2
56835,5,10,5,1,1,2
56836,1,8,4,1,2,1
56837,1,8,5,1,1,2
56838,2,8,5,1,2,1
56839,3,4,4,1,1,2
56840,3,8,5,1,1,2
56841,6,5,4,1,1,2
56842,1,5,2,2,1,2
56843,1,5,4,3,2,1
56844,99,3,4,2,1,2
56845,99,4,1,2,9,2
56846,2,6,3,1,1,1
56847,1,5,5,1,1,2
56848,3,6,4,1,1,2
56849,6,9,5,3,2,1
56850,99,3,3,1,1,2
56851,1,4,5,1,1,2
56852,2,7,4,1,2,2
56853,1,5,4,1,1,1
56854,2,3,2,1,1,2
56855,99,6,2,2,1,2
56856,4,6,3,1,1,2
56857,3,4,2,2,1,2
56858,5,5,3,2,1,2
56859,99,5,2,2,1,2
56860,4,8,5,1,1,1
56861,1,5,2,2,1,2
56862,3,6,1,1,1,2
56863,99,3,1,2,1,2
56864,99,4,3,2,1,2
56865,99,4,3,2,1,2
56866,2,5,2,2,1,2
56867,2,5,5,1,1,2
56868,99,6,3,2,1,2
56869,3,5,5,1,1,2
56870,6,8,3,1,1,2
56871,5,7,1,2,1,2
56872,4,4,2,1,1,2
56873,99,4,2,2,1,1
56874,3,4,5,2,1,1
56875,4,4,2,2,1,2
56876,1,7,1,1,1,1
56877,1,4,5,1,1,2
56878,3,5,3,1,1,2
56879,99,3,4,2,1,1
56880,1,5,4,1,1,1
56881,1,6,4,2,1,2
56882,1,8,4,1,1,1
56883,99,4,2,2,1,2
56884,6,10,4,1,2,1
56885,2,5,2,2,1,2
56886,99,4,2,2,1,2
56887,6,7,5,1,2,1
56888,6,10,3,1,1,1
56889,1,5,2,2,1,2
56890,5,6,5,1,1,1
56891,99,6,4,1,1,1
56892,6,13,4,3,1,2
56893,1,8,4,1,1,2
56894,4,8,4,1,1,2
56895,99,8,3,1,1,2
56896,6,3,3,2,1,2
56897,99,5,3,1,1,2
56898,6,7,5,1,1,1
56899,6,7,4,3,1,2
56900,1,6,4,1,1,1
56901,1,7,5,1,2,1
56902,6,2,2,2,1,2
56903,1,2,1,2,1,1
56904,99,2,2,2,1,1
56905,5,5,5,1,1,2
56906,6,7,1,2,1,2
56907,1,5,2,1,1,1
56908,6,7,3,1,1,2
56909,1,9,4,1,2,1
56910,2,7,3,1,1,1
56911,1,6,4,1,2,2
56912,3,5,3,2,1,2
56913,1,6,2,1,2,2
56914,99,4,4,1,1,2
56915,3,5,3,2,1,2
56916,6,9,5,1,1,2
56917,99,4,3,2,1,2
56918,4,5,5,1,1,2
56919,1,7,5,1,2,1
56920,1,4,2,2,9,2
56921,5,3,3,2,1,2
56922,2,5,5,1,2,2
56923,3,4,2,2,1,2
56924,99,6,5,1,1,1
56925,3,7,5,1,1,2
56926,6,4,3,2,1,1
56927,1,10,3,1,1,2
56928,4,5,1,1,1,2
56929,4,3,3,2,1,2
56930,3,5,4,1,2,2
56931,99,3,2,2,1,1
56932,4,6,4,1,1,2
56933,6,4,1,2,1,2
56934,99,5,1,2,9,2
56935,3,8,5,1,1,2
56936,1,4,1,2,1,2
56937,1,8,3,1,1,2
56938,3,2,4,1,1,2
56939,1,9,5,1,1,2
56940,2,7,3,1,1,2
56941,1,10,4,1,2,1
56942,99,5,2,1,1,2
56943,3,4,5,2,1,2
56944,6,8,2,2,2,1
56945,1,9,3,1,1,1
56946,6,5,4,2,1,2
56947,6,5,2,2,1,2
56948,1,7,1,2,1,2
56949,99,7,5,1,1,2
56950,5,4,3,2,1,2
56951,1,6,3,1,1,2
56952,3,4,2,1,1,2
56953,6,6,5,1,1,2
56954,5,5,5,1,1,2
56955,2,5,5,1,2,1
56956,6,7,4,1,1,2
56957,6,9,5,1,1,1
56958,5,5,5,2,1,2
56959,6,7,4,3,1,2
56960,3,6,5,1,1,2
56961,99,5,1,2,2,2
56962,99,6,5,2,1,2
56963,6,9,5,1,1,1
56964,3,6,5,1,1,2
56965,4,6,5,1,1,2
56966,2,11,5,1,1,1
56967,1,7,4,1,2,1
56968,99,8,1,2,1,1
56969,99,2,3,2,9,2
56970,6,5,3,1,1,1
56971,6,4,4,1,2,2
56972,3,6,4,1,1,2
56973,1,6,4,1,1,2
56974,6,9,5,1,1,2
56975,1,12,4,1,1,1
56976,1,4,3,1,1,1
56977,1,6,2,2,1,2
56978,5,6,5,1,1,2
56979,2,6,5,1,1,2
56980,5,6,4,1,2,2
56981,1,9,4,1,9,2
56982,3,5,3,1,1,2
56983,3,6,3,1,1,2
56984,99,4,5,2,1,2
56985,99,5,5,1,1,2
56986,6,7,2,1,1,2
56987,1,7,3,1,1,1
56988,3,7,5,1,1,2
56989,6,9,2,2,1,2
56990,99,3,3,2,1,2
56991,1,10,3,2,1,2
56992,3,4,4,1,1,2
56993,99,5,3,2,1,2
56994,2,5,1,1,1,2
56995,99,7,3,1,1,2
56996,1,6,3,1,1,2
56997,99,1,2,2,9,2
56998,3,6,2,2,1,2
56999,4,5,3,2,1,2
57000,3,6,2,1,1,2
57001,99,4,1,2,1,2
57002,2,4,5,1,1,2
57003,3,8,5,1,1,1
57004,99,3,4,2,2,2
57005,6,7,5,1,3,2
57006,6,4,1,2,1,2
57007,1,4,4,1,1,2
57008,3,8,2,3,2,1
57009,6,7,5,3,1,2
57010,2,5,5,1,1,2
57011,99,5,2,2,3,2
57012,1,3,1,2,1,2
57013,1,6,2,1,1,2
57014,5,7,5,1,1,2
57015,99,4,4,2,9,1
57016,99,6,3,2,1,2
57017,3,5,1,2,1,2
57018,4,7,5,1,1,2
57019,99,4,3,2,1,1
57020,4,5,3,1,2,1
57021,3,7,5,1,1,1
57022,1,6,4,1,1,2
57023,2,7,5,1,1,2
57024,4,5,3,1,1,2
57025,1,4,3,2,1,2
57026,1,7,5,1,1,2
57027,99,4,2,2,1,2
57028,99,6,5,1,1,2
57029,3,4,4,2,1,1
57030,99,5,2,2,1,1
57031,3,6,5,1,1,1
57032,4,7,4,1,1,1
57033,99,3,2,1,1,2
57034,3,7,1,1,1,2
57035,3,6,3,1,1,2
57036,6,8,1,1,1,2
57037,99,6,5,1,1,2
57038,99,5,1,2,1,2
57039,3,9,1,3,1,2
57040,99,9,2,1,1,2
57041,99,6,3,2,1,2
57042,4,6,3,1,1,2
57043,2,5,1,2,1,2
57044,1,5,3,1,1,2
57045,99,6,2,2,1,2
57046,5,6,5,1,1,2
57047,2,5,4,1,1,2
57048,99,4,1,2,2,2
57049,99,5,2,2,1,2
57050,3,8,5,1,1,1
57051,99,4,5,2,1,1
57052,3,4,2,2,2,2
57053,2,8,3,1,1,2
57054,1,10,3,1,1,1
57055,2,5,3,2,1,2
57056,99,5,4,1,1,2
57057,3,12,3,1,2,1
57058,99,4,3,2,1,1
57059,99,6,1,2,1,2
57060,6,7,5,2,1,2
57061,1,6,3,1,1,2
57062,3,3,5,1,1,2
57063,99,5,5,1,1,2
57064,99,13,2,1,1,2
57065,4,3,2,2,1,1
57066,99,5,2,2,1,2
57067,2,6,1,2,1,2
57068,99,4,5,2,1,2
57069,5,3,3,2,1,1
57070,99,6,3,2,9,2
57071,4,7,5,1,1,2
57072,4,6,4,1,2,1
57073,1,7,5,1,2,1
57074,1,4,2,2,1,2
57075,99,3,1,2,1,2
57076,99,5,3,1,1,1
57077,3,3,3,2,1,1
57078,4,6,4,2,1,2
57079,3,8,5,1,1,2
57080,99,5,2,2,1,2
57081,99,7,4,1,1,2
57082,99,5,2,1,1,1
57083,6,8,5,1,1,2
57084,6,6,2,1,1,2
57085,1,6,2,1,1,2
57086,1,7,4,1,2,1
57087,6,7,1,2,1,2
57088,1,9,3,1,2,1
57089,6,9,4,2,1,2
57090,99,5,2,1,1,2
57091,3,7,1,1,1,2
57092,1,7,2,1,1,2
57093,6,5,3,1,1,2
57094,2,6,3,1,1,1
57095,1,5,4,1,1,2
57096,99,7,3,1,1,2
57097,6,11,5,1,1,2
57098,99,4,3,2,1,2
57099,99,6,5,2,1,2
57100,99,4,3,2,1,1
57101,99,3,2,2,1,2
57102,3,4,1,2,1,2
57103,1,6,2,1,1,2
57104,2,5,3,2,1,2
57105,99,4,1,2,1,2
57106,3,4,5,1,2,2
57107,99,3,1,2,1,2
57108,1,12,1,1,1,1
57109,4,6,4,1,1,2
57110,1,3,1,1,1,2
57111,2,4,4,1,1,2
57112,1,4,5,1,1,2
57113,1,7,4,1,2,1
57114,99,4,1,2,1,2
57115,5,6,2,2,1,2
57116,99,7,1,2,2,2
57117,1,7,2,1,1,2
57118,1,7,5,1,2,2
57119,2,8,3,1,2,1
57120,3,6,5,1,1,1
57121,1,6,2,2,1,2
57122,NA,NA,NA,NA,NA,NA
57123,1,7,2,1,1,2
57124,99,5,4,2,1,2
57125,99,4,3,2,1,2
57126,6,6,1,1,1,2
57127,4,6,4,1,1,1
57128,99,3,1,2,1,2
57129,5,8,5,1,1,2
57130,99,3,2,2,1,2
57131,3,8,3,1,1,2
57132,2,4,5,2,1,2
57133,4,7,4,1,1,2
57134,6,7,3,1,1,2
57135,6,7,4,1,2,1
57136,6,6,3,1,1,2
57137,6,7,5,1,1,2
57138,1,10,1,2,1,2
57139,3,10,3,1,1,2
57140,1,4,5,1,1,2
57141,4,5,3,1,1,2
57142,1,11,4,1,1,1
57143,1,5,5,1,1,2
57144,1,6,5,2,2,2
57145,3,5,4,1,1,1
57146,5,3,5,2,1,2
57147,99,4,2,2,1,2
57148,3,9,1,2,1,2
57149,5,4,2,1,9,2
57150,3,6,1,1,1,2
57151,3,8,2,2,1,2
57152,3,3,2,3,1,2
57153,6,2,1,2,1,2
57154,2,8,4,1,1,2
57155,3,7,3,1,1,1
57156,99,5,2,2,1,2
57157,3,3,4,2,1,2
57158,3,6,2,2,1,1
57159,99,4,3,2,1,2
57160,4,5,4,1,1,1
57161,3,6,5,1,1,1
57162,1,9,3,2,1,2
57163,1,7,3,1,1,2
57164,6,5,3,2,1,1
57165,2,6,5,1,1,2
57166,4,4,4,1,1,1
57167,6,9,1,2,1,2
57168,99,3,2,2,1,2
57169,2,5,1,2,1,2
57170,4,6,3,1,1,2
57171,99,6,1,2,1,2
57172,2,4,3,1,1,1
57173,3,6,3,1,1,1
57174,4,7,3,3,1,2
57175,1,9,5,1,1,2
57176,6,5,1,2,1,2
57177,99,8,2,2,1,2
57178,6,6,5,1,1,1
57179,6,4,5,3,1,2
57180,99,2,1,2,1,2
57181,1,7,3,1,2,1
57182,1,12,3,2,3,2
57183,99,5,1,2,1,2
57184,1,4,1,1,1,2
57185,4,6,4,1,2,1
57186,99,6,1,2,1,2
57187,1,10,4,1,1,1
57188,1,13,1,1,2,1
57189,1,6,3,1,1,1
57190,3,9,3,1,1,2
57191,1,3,3,2,1,2
57192,99,4,2,2,1,2
57193,5,5,5,3,2,2
57194,3,5,5,1,1,2
57195,4,6,5,2,1,2
57196,1,10,5,1,1,1
57197,2,12,5,1,1,2
57198,99,5,2,2,1,2
57199,6,3,3,2,1,2
57200,6,4,3,2,1,2
57201,1,11,4,1,1,2
57202,1,5,5,1,1,2
57203,4,6,3,1,1,2
57204,3,7,5,1,1,2
57205,99,5,5,2,9,2
57206,6,7,3,1,1,2
57207,6,4,2,2,1,2
57208,5,4,3,1,1,1
57209,99,7,2,2,1,2
57210,1,4,5,1,1,1
57211,1,10,3,1,1,2
57212,5,4,5,1,1,2
57213,6,6,5,1,1,2
57214,6,6,3,1,3,1
57215,1,7,1,1,1,1
57216,2,7,5,1,1,1
57217,4,6,5,1,2,2
57218,1,9,2,1,1,2
57219,3,4,3,1,1,1
57220,2,12,5,1,3,2
57221,99,4,1,2,9,2
57222,3,5,5,1,1,1
57223,2,6,5,1,2,2
57224,3,4,1,2,1,2
57225,1,4,2,1,1,2
57226,4,6,5,2,1,2
57227,3,4,3,2,1,2
57228,6,5,3,1,1,2
57229,2,7,5,1,1,1
57230,5,7,5,1,1,1
57231,3,7,5,1,2,2
57232,3,5,3,1,1,1
57233,99,5,1,2,1,1
57234,3,13,5,1,1,1
57235,1,8,2,2,1,2
57236,3,7,5,1,2,1
57237,3,5,5,1,1,2
57238,1,10,5,1,2,1
57239,6,3,5,1,1,2
57240,6,10,5,1,1,2
57241,99,4,2,2,1,2
57242,6,9,3,1,1,1
57243,99,4,2,2,1,2
57244,2,6,3,1,1,2
57245,6,6,5,1,1,2
57246,3,4,4,2,1,2
57247,99,5,5,1,1,2
57248,2,9,2,1,1,1
57249,6,6,5,1,1,2
57250,99,3,3,2,1,2
57251,6,4,2,2,1,1
57252,99,8,1,2,1,1
57253,1,5,3,1,1,1
57254,2,6,4,1,1,2
57255,1,8,4,1,2,1
57256,3,5,2,2,1,2
57257,99,5,2,2,1,2
57258,3,4,2,2,1,2
57259,6,6,2,2,1,1
57260,1,4,4,1,1,2
57261,1,8,1,1,1,2
57262,3,6,2,2,1,1
57263,2,6,2,1,2,2
57264,NA,NA,NA,NA,NA,NA
57265,99,4,2,2,1,2
57266,2,5,5,1,1,2
57267,99,5,2,2,1,2
57268,1,7,3,2,1,2
57269,6,7,3,1,1,2
57270,5,5,5,1,1,2
57271,99,5,4,2,1,2
57272,99,4,5,1,2,2
57273,99,7,4,1,1,2
57274,99,6,3,2,1,2
57275,6,6,4,1,1,2
57276,4,5,5,1,1,2
57277,6,5,1,2,2,1
57278,1,9,4,1,1,1
57279,1,9,1,1,1,1
57280,99,7,5,1,1,2
57281,6,7,3,2,1,2
57282,4,4,1,2,1,2
57283,99,1,2,3,1,2
57284,6,8,5,1,1,1
57285,6,4,1,2,1,2
57286,4,5,1,2,1,2
57287,3,7,4,1,1,1
57288,3,4,1,1,1,2
57289,1,6,5,1,2,1
57290,99,4,5,2,1,1
57291,1,6,5,1,2,1
57292,99,4,1,2,1,2
57293,6,5,4,2,1,2
57294,3,7,5,1,1,1
57295,6,7,5,1,1,2
57296,6,6,3,2,1,2
57297,1,5,4,1,1,2
57298,1,3,3,2,1,1
57299,99,4,2,2,1,2
57300,2,3,5,1,2,1
57301,99,4,2,2,1,2
57302,6,5,5,3,2,1
57303,99,5,4,1,1,2
57304,1,5,4,1,1,2
57305,5,7,5,1,1,1
57306,6,5,2,2,1,2
57307,6,5,2,2,1,2
57308,4,6,5,1,1,1
57309,6,5,5,3,2,1
57310,3,4,3,2,1,2
57311,3,8,5,1,1,2
57312,4,4,3,2,1,2
57313,1,7,4,1,1,2
57314,99,5,1,2,1,1
57315,6,3,2,2,1,2
57316,1,7,5,1,1,2
57317,99,3,1,2,1,2
57318,6,7,4,1,1,2
57319,1,7,5,1,2,1
57320,99,4,3,2,1,2
57321,2,2,1,2,1,2
57322,99,4,2,2,1,2
57323,99,4,2,2,1,2
57324,6,9,4,1,1,2
57325,99,4,2,2,1,1
57326,6,6,5,1,1,2
57327,1,5,4,1,1,2
57328,3,6,5,1,1,2
57329,1,5,5,1,1,2
57330,99,5,4,1,1,2
57331,99,2,3,2,1,2
57332,4,4,5,1,2,1
57333,1,5,4,2,1,2
57334,99,6,5,1,1,2
57335,6,8,3,1,1,2
57336,4,6,1,2,2,2
57337,4,4,1,2,1,2
57338,3,8,4,1,1,2
57339,2,5,1,2,2,2
57340,3,5,2,1,1,1
57341,99,3,4,2,1,1
57342,99,6,3,2,9,2
57343,1,6,5,2,1,1
57344,2,3,2,2,1,2
57345,99,7,1,2,1,2
57346,99,4,2,2,1,2
57347,6,9,4,1,2,1
57348,3,7,5,1,1,2
57349,99,5,1,2,1,2
57350,1,5,5,1,1,1
57351,3,7,2,2,1,2
57352,3,6,5,1,1,2
57353,99,1,3,2,1,2
57354,99,7,3,1,1,2
57355,2,6,5,1,1,2
57356,5,5,1,2,1,2
57357,4,5,3,1,1,1
57358,3,7,5,1,1,2
57359,6,5,2,1,1,1
57360,NA,NA,NA,NA,NA,NA
57361,1,6,2,1,1,2
57362,6,8,5,1,1,2
57363,99,3,3,2,1,2
57364,3,999,99,9,1,1
57365,99,4,5,1,1,2
57366,3,7,5,1,1,2
57367,1,10,4,1,1,2
57368,1,5,5,1,1,2
57369,99,4,3,2,1,2
57370,1,6,4,1,1,2
57371,2,6,5,1,1,2
57372,1,8,2,1,2,2
57373,5,8,5,1,1,2
57374,6,6,3,2,1,2
57375,6,10,4,1,1,2
57376,99,4,2,2,1,2
57377,3,7,4,1,1,2
57378,1,5,3,1,1,1
57379,3,6,3,1,1,2
57380,3,4,2,2,1,2
57381,1,10,2,1,1,1
57382,3,9,5,1,1,2
57383,6,4,5,1,1,2
57384,99,6,5,1,1,2
57385,6,7,1,1,1,2
57386,1,6,3,1,1,1
57387,3,5,1,2,1,2
57388,1,10,4,1,1,1
57389,3,7,4,1,1,1
57390,6,8,3,2,1,2
57391,99,4,1,2,1,2
57392,1,4,3,1,1,1
57393,1,4,4,1,1,1
57394,3,5,3,2,1,2
57395,1,5,2,1,1,1
57396,1,6,5,1,1,1
57397,3,5,4,1,1,1
57398,99,4,1,2,1,2
57399,3,4,1,2,1,2
57400,99,3,1,1,1,2
57401,3,3,1,2,1,2
57402,1,2,2,2,1,2
57403,1,12,5,1,2,1
57404,4,5,2,2,1,2
57405,1,8,2,1,2,2
57406,6,10,3,1,1,2
57407,99,6,5,2,1,2
57408,4,4,5,1,1,1
57409,1,5,5,1,2,2
57410,6,5,3,1,1,2
57411,6,6,5,1,1,2
57412,6,6,3,1,3,1
57413,77,5,3,1,2,2
57414,2,4,2,2,1,2
57415,99,5,2,2,1,2
57416,3,11,3,1,1,2
57417,1,5,4,1,1,2
57418,1,5,5,1,1,2
57419,1,4,2,2,9,2
57420,99,4,3,2,1,1
57421,3,5,2,2,1,2
57422,4,3,2,2,1,2
57423,99,5,2,2,1,2
57424,1,6,4,2,1,2
57425,99,2,1,2,1,2
57426,4,7,5,1,1,2
57427,99,6,3,2,1,2
57428,6,9,5,1,1,2
57429,2,11,4,1,1,2
57430,5,8,5,1,2,1
57431,3,6,4,1,1,2
57432,1,5,5,1,1,2
57433,99,1,2,2,1,2
57434,4,6,4,1,1,2
57435,4,5,3,2,1,1
57436,6,8,3,1,2,1
57437,5,8,5,1,1,1
57438,1,7,4,1,1,2
57439,1,9,5,1,1,2
57440,1,9,4,1,1,1
57441,3,5,3,1,1,2
57442,3,9,5,1,1,2
57443,2,3,2,2,1,2
57444,1,5,3,2,1,2
57445,6,5,5,1,1,2
57446,5,6,5,1,1,1
57447,1,4,3,2,1,2
57448,99,5,4,1,1,2
57449,99,5,1,2,1,2
57450,1,5,3,1,1,2
57451,1,5,5,1,1,2
57452,2,5,5,1,1,1
57453,3,6,4,2,1,2
57454,99,4,2,2,1,2
57455,2,6,1,2,1,1
57456,4,5,4,2,1,2
57457,4,6,5,1,1,2
57458,1,9,4,1,2,1
57459,99,4,3,2,1,2
57460,99,8,4,1,1,2
57461,99,4,1,2,1,2
57462,1,11,1,1,1,2
57463,3,10,4,1,1,2
57464,99,6,3,2,1,2
57465,99,4,2,2,2,2
57466,2,10,5,1,1,2
57467,99,6,1,2,1,2
57468,99,3,2,2,1,2
57469,1,5,3,1,1,2
57470,4,5,1,2,1,2
57471,6,6,5,1,2,2
57472,1,9,1,1,2,1
57473,3,8,4,1,1,1
57474,3,8,5,1,1,2
57475,99,5,4,1,1,2
57476,4,5,3,2,1,2
57477,1,7,5,1,1,2
57478,3,5,5,1,1,2
57479,99,3,1,2,1,2
57480,1,6,2,2,1,2
57481,3,4,1,1,1,2
57482,3,7,5,1,2,1
57483,99,4,5,2,1,2
57484,99,2,3,2,1,1
57485,99,5,2,2,1,2
57486,4,8,5,1,1,2
57487,4,4,2,2,1,2
57488,3,8,5,1,1,2
57489,4,6,5,1,2,2
57490,1,8,3,1,1,2
57491,6,4,2,2,1,2
57492,3,8,5,1,2,1
57493,6,7,3,1,2,1
57494,1,4,1,2,1,2
57495,99,5,4,2,1,2
57496,5,6,4,1,1,2
57497,1,2,1,2,1,2
57498,5,6,4,1,1,2
57499,6,5,5,1,3,2
57500,1,7,3,1,1,1
57501,99,8,5,2,2,1
57502,NA,NA,NA,NA,NA,NA
57503,1,7,4,1,1,2
57504,4,7,4,1,1,2
57505,99,5,4,2,1,2
57506,2,8,4,1,1,1
57507,3,3,2,2,1,2
57508,99,7,3,2,1,1
57509,1,5,2,1,1,1
57510,3,4,3,1,1,2
57511,1,6,4,1,1,2
57512,99,6,2,2,1,2
57513,3,8,5,1,1,2
57514,3,6,5,1,1,2
57515,1,10,4,1,1,2
57516,6,8,5,1,1,2
57517,1,7,3,1,1,2
57518,5,9,5,1,1,2
57519,5,9,5,1,1,2
57520,99,4,1,2,1,2
57521,3,9,5,1,1,2
57522,3,4,3,1,1,2
57523,6,7,5,1,1,2
57524,1,10,2,1,1,2
57525,5,6,3,1,1,2
57526,6,5,4,1,1,2
57527,6,7,1,2,1,2
57528,2,4,5,2,1,2
57529,2,6,1,2,1,1
57530,1,6,5,1,1,2
57531,3,8,5,1,2,1
57532,1,8,4,1,1,1
57533,3,6,5,1,1,2
57534,99,3,5,2,1,2
57535,2,5,4,1,1,2
57536,3,6,5,1,1,2
57537,4,2,3,2,1,2
57538,2,5,3,2,1,2
57539,2,5,2,2,1,2
57540,1,6,3,1,1,1
57541,99,4,2,2,1,1
57542,99,4,4,2,1,2
57543,99,4,2,2,1,2
57544,1,4,3,2,1,2
57545,1,5,4,1,1,1
57546,2,6,5,1,1,1
57547,6,12,5,1,1,2
57548,2,9,3,1,1,2
57549,1,10,4,1,1,2
57550,6,6,4,1,1,2
57551,6,2,3,2,9,1
57552,99,5,4,2,1,2
57553,99,5,4,2,1,2
57554,99,8,4,1,1,2
57555,6,6,4,1,1,2
57556,99,7,1,2,2,2
57557,1,9,4,1,2,1
57558,1,8,3,1,1,1
57559,99,4,1,1,1,1
57560,2,8,5,1,1,1
57561,5,4,2,2,1,2
57562,99,5,1,2,1,2
57563,3,3,2,2,1,1
57564,5,5,4,1,1,2
57565,99,4,2,2,1,1
57566,99,7,1,2,1,2
57567,6,5,2,1,1,2
57568,3,5,3,1,1,1
57569,6,7,5,1,1,2
57570,2,5,3,1,1,1
57571,99,1,3,2,1,2
57572,99,6,2,2,2,1
57573,3,7,1,1,1,2
57574,6,7,4,1,1,1
57575,99,6,5,1,1,1
57576,3,6,2,2,1,2
57577,3,6,3,1,1,1
57578,1,7,2,1,1,2
57579,6,4,5,1,1,1
57580,99,3,1,2,1,2
57581,4,5,4,2,1,1
57582,6,7,5,3,1,2
57583,3,9,5,1,2,1
57584,6,6,3,3,1,2
57585,99,6,1,2,1,2
57586,1,9,4,1,3,2
57587,99,6,4,1,1,2
57588,5,9,4,1,1,2
57589,1,8,5,1,1,1
57590,1,6,3,2,1,2
57591,1,8,5,1,1,2
57592,4,9,4,1,1,1
57593,6,7,3,1,1,2
57594,6,9,4,1,1,2
57595,3,6,4,1,1,1
57596,3,7,5,1,1,1
57597,4,8,5,1,2,1
57598,6,5,5,1,1,2
57599,3,5,5,1,2,2
57600,2,4,3,2,1,2
57601,2,7,4,1,1,1
57602,6,5,2,2,9,1
57603,99,3,2,1,1,2
57604,3,6,3,1,1,2
57605,3,4,3,1,1,2
57606,1,10,5,1,2,1
57607,5,7,2,3,1,1
57608,3,5,4,2,1,2
57609,1,5,1,3,1,2
57610,5,9,4,1,1,2
57611,2,6,1,1,1,2
57612,2,8,5,1,2,1
57613,3,4,5,1,1,2
57614,5,7,1,2,1,2
57615,1,12,3,2,3,2
57616,99,5,2,1,1,2
57617,6,10,2,1,1,1
57618,6,7,5,1,1,2
57619,1,7,5,1,1,2
57620,1,13,5,1,1,2
57621,3,7,3,1,1,1
57622,6,5,2,2,1,2
57623,1,7,5,1,2,1
57624,2,5,5,1,1,2
57625,6,5,5,1,2,2
57626,1,7,2,1,1,2
57627,2,5,4,1,1,2
57628,99,4,3,2,2,1
57629,99,4,4,1,1,2
57630,3,5,1,2,1,2
57631,6,8,5,1,1,2
57632,99,3,4,2,1,2
57633,99,4,1,2,1,2
57634,NA,NA,NA,NA,NA,NA
57635,3,5,1,2,1,2
57636,5,6,5,1,1,2
57637,1,10,3,1,1,1
57638,6,4,2,2,1,2
57639,2,10,4,1,1,2
57640,1,6,1,1,1,2
57641,2,8,2,1,1,2
57642,1,4,2,2,1,2
57643,99,4,2,2,1,2
57644,99,4,2,2,1,2
57645,99,5,3,2,1,2
57646,99,6,3,1,1,2
57647,5,9,5,1,1,2
57648,2,10,5,1,1,1
57649,1,6,4,1,1,2
57650,3,6,3,1,1,2
57651,3,4,1,2,1,2
57652,NA,NA,NA,NA,NA,NA
57653,3,6,5,1,1,2
57654,99,7,3,2,1,2
57655,1,5,5,1,1,1
57656,4,3,3,2,1,2
57657,99,6,1,1,1,2
57658,5,4,5,2,2,1
57659,99,4,1,2,9,2
57660,2,5,2,2,1,2
57661,2,7,3,1,1,2
57662,99,6,4,2,1,2
57663,1,4,3,1,1,2
57664,6,8,5,1,2,1
57665,99,3,3,2,1,2
57666,1,6,4,1,1,2
57667,3,4,1,2,1,2
57668,1,4,2,2,1,2
57669,2,2,4,2,1,2
57670,2,6,3,1,1,2
57671,3,2,2,2,1,2
57672,3,7,5,1,1,1
57673,3,7,4,1,1,1
57674,2,5,4,1,2,1
57675,1,9,5,1,1,2
57676,99,5,2,1,1,1
57677,1,6,4,1,1,2
57678,99,4,2,2,1,2
57679,2,5,2,2,1,2
57680,2,5,5,1,1,2
57681,6,6,5,1,1,2
57682,3,4,5,2,1,2
57683,3,6,2,2,1,2
57684,1,5,3,1,1,2
57685,1,4,5,1,1,1
57686,4,5,5,1,1,2
57687,1,12,1,1,1,1
57688,4,5,5,1,2,2
57689,1,8,4,1,2,1
57690,99,8,2,2,1,2
57691,3,4,4,2,1,2
57692,99,5,2,2,1,2
57693,1,8,4,1,1,2
57694,99,2,2,2,1,2
57695,99,3,2,2,1,1
57696,1,5,1,2,1,2
57697,3,5,5,1,1,1
57698,2,6,5,1,1,1
57699,6,7,5,1,3,2
57700,6,4,1,3,1,2
57701,99,4,1,2,1,2
57702,99,7,3,2,1,2
57703,4,7,3,1,1,2
57704,6,6,5,1,1,2
57705,4,7,5,1,1,2
57706,99,4,1,2,1,2
57707,99,5,4,1,1,2
57708,6,5,1,2,1,2
57709,6,4,5,1,1,2
57710,3,7,4,1,1,2
57711,4,5,2,2,1,2
57712,5,6,2,1,1,2
57713,1,2,3,2,1,2
57714,1,7,4,1,1,2
57715,1,6,5,1,1,2
57716,1,8,4,1,1,2
57717,99,3,1,1,1,2
57718,1,7,3,2,1,2
57719,99,4,2,2,1,2
57720,3,6,5,1,1,2
57721,1,6,5,1,1,2
57722,5,6,3,2,1,1
57723,3,9,4,1,1,2
57724,99,8,4,1,1,2
57725,3,6,2,2,1,2
57726,6,4,2,3,1,2
57727,1,8,5,1,2,1
57728,99,5,1,2,1,2
57729,6,7,5,1,3,2
57730,2,6,3,2,1,2
57731,99,4,3,2,1,2
57732,6,6,1,2,1,2
57733,3,12,5,1,1,2
57734,6,5,5,1,1,2
57735,99,5,3,2,1,2
57736,6,8,3,1,1,1
57737,5,4,3,2,1,1
57738,1,7,2,1,1,1
57739,1,5,3,2,1,2
57740,3,6,5,1,1,9
57741,2,6,1,2,1,2
57742,99,6,2,2,1,2
57743,6,8,3,1,2,1
57744,1,5,5,1,1,2
57745,2,12,5,1,1,2
57746,99,3,4,2,1,2
57747,1,6,2,2,1,2
57748,3,8,5,1,2,1
57749,3,8,3,2,1,2
57750,2,7,5,1,1,1
57751,5,4,3,1,1,2
57752,1,6,2,2,1,1
57753,3,5,5,1,2,1
57754,4,5,4,1,1,2
57755,1,11,4,1,1,2
57756,3,4,3,1,1,2
57757,6,7,4,1,1,2
57758,6,6,2,2,2,1
57759,5,8,3,1,1,2
57760,3,4,3,2,1,2
57761,6,8,3,1,1,2
