"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq244","ind247"
46891,1,2,2,2,2,2,2,2,1,1,0,1,2,1
46892,1,2,2,2,2,2,2,1,2,7,1.16,1,1,NA
46893,1,2,2,2,2,2,2,1,1,1,0.35,1,2,1
46894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46895,1,2,2,2,2,2,2,2,2,3,0.7,1,2,1
46896,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
46897,1,2,2,2,2,2,2,2,2,99,NA,2,2,1
46898,2,2,1,2,2,2,2,1,1,4,1.44,2,1,NA
46899,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
46900,1,2,2,2,2,2,2,1,2,3,0.42,1,2,1
46901,1,2,2,2,2,2,2,1,2,10,2.98,3,NA,NA
46902,1,2,1,2,1,2,2,1,2,12,5,3,NA,NA
46903,1,2,2,2,2,2,2,2,2,6,1.05,1,2,3
46904,1,2,2,2,2,2,2,2,2,5,0.97,1,NA,NA
46905,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA
46906,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
46907,2,2,1,2,2,2,2,2,2,2,0.37,1,2,1
46908,1,2,2,2,2,2,2,1,2,8,1.69,2,NA,NA
46909,1,2,1,2,1,2,2,1,2,9,4.37,3,NA,NA
46910,2,1,2,2,2,2,2,2,2,8,2.03,3,NA,NA
46911,2,2,1,2,1,2,2,1,2,11,5,3,NA,NA
46912,1,2,2,2,2,2,2,2,2,5,1.13,1,NA,NA
46913,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA
46914,2,2,2,2,2,2,2,2,2,1,0.35,1,2,1
46915,2,1,2,2,2,2,2,2,2,3,0.44,1,2,1
46916,1,1,1,2,2,2,2,1,2,3,1.41,2,1,NA
46917,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
46918,1,2,1,2,1,2,2,1,2,8,3.43,3,NA,NA
46919,1,2,1,2,2,2,2,2,2,5,1.75,2,NA,NA
46920,1,2,2,2,2,2,2,2,2,5,1.13,1,2,1
46921,2,2,2,1,2,1,1,2,1,3,0.31,1,2,1
46922,2,2,2,2,2,1,2,2,2,2,0.83,1,2,1
46923,1,2,2,2,2,2,2,2,2,8,1.5,2,NA,NA
46924,1,2,2,2,2,2,2,2,2,3,0.57,1,2,1
46925,1,2,2,2,2,2,2,1,2,10,3.48,3,NA,NA
46926,2,2,1,2,1,2,2,2,2,7,2.66,3,NA,NA
46927,1,2,1,2,2,2,2,1,1,11,5,3,NA,NA
46928,1,2,1,2,1,2,2,2,1,10,2.61,3,NA,NA
46929,1,1,2,2,2,2,2,2,2,7,1.45,2,2,1
46930,1,2,2,2,2,2,2,2,2,6,0.96,1,1,NA
46931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46932,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
46933,2,2,2,1,2,1,2,2,2,2,0.84,1,2,1
46934,1,2,2,2,2,2,2,1,1,10,5,3,NA,NA
46935,1,1,2,2,2,2,2,2,2,8,2.32,3,NA,NA
46936,1,2,1,2,2,2,2,2,2,7,2.63,3,NA,NA
46937,1,2,2,2,2,2,2,2,2,2,0.34,1,2,1
46938,1,2,2,2,2,2,2,2,2,7,1.49,2,2,1
46939,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1
46940,1,2,2,2,2,2,2,2,2,99,NA,1,1,NA
46941,1,2,2,2,2,2,2,2,2,6,2.54,3,NA,NA
46942,1,2,2,2,2,2,2,2,2,7,3.81,3,NA,NA
46943,2,2,2,2,2,2,2,2,1,3,0.45,1,2,1
46944,1,2,2,2,2,2,2,1,2,4,1.76,2,NA,NA
46945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46946,1,2,2,2,2,2,2,2,2,7,1.69,2,NA,NA
46947,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA
46948,2,1,2,2,2,2,2,2,2,3,1.29,1,2,1
46949,1,2,2,2,2,2,2,2,1,1,0,1,2,1
46950,1,2,2,2,2,1,2,2,2,2,0.61,1,2,1
46951,2,2,1,2,2,2,2,2,2,3,1.15,1,2,77
46952,1,2,2,2,2,2,2,2,2,2,0.74,1,2,2
46953,2,1,2,2,2,2,1,2,2,3,0.31,1,2,1
46954,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
46955,2,1,2,2,2,2,2,1,2,5,1.75,2,NA,NA
46956,1,2,1,2,2,1,2,1,2,12,4.97,3,NA,NA
46957,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
46958,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA
46959,1,2,2,2,2,2,2,1,2,9,4.38,3,NA,NA
46960,1,2,2,2,2,2,2,2,1,9,2.11,3,1,NA
46961,2,2,1,1,1,2,2,2,2,4,1.11,1,2,1
46962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46963,2,2,1,2,1,2,2,2,2,3,1.07,1,1,NA
46964,1,2,2,2,2,2,2,2,1,3,0.65,1,2,1
46965,1,2,2,2,2,2,2,2,2,4,1.05,1,2,1
46966,1,1,2,2,2,2,2,1,2,6,2.59,3,2,4
46967,1,2,2,2,2,2,2,2,2,4,0.91,1,2,1
46968,1,2,2,2,2,2,2,2,2,3,0.75,1,2,1
46969,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1
46970,1,2,2,2,2,2,2,2,2,10,2.78,3,NA,NA
46971,1,2,1,2,2,2,2,1,2,6,2.82,3,NA,NA
46972,1,2,1,2,1,2,2,2,2,7,2.8,3,1,NA
46973,2,2,1,2,2,1,2,2,2,3,0.34,1,2,1
46974,1,2,2,2,2,2,2,1,2,10,3.31,3,NA,NA
46975,1,1,2,2,2,1,2,2,2,12,5,3,2,1
46976,1,2,2,2,2,2,2,1,1,11,4.18,3,NA,NA
46977,1,2,2,2,2,2,2,2,2,1,0,1,2,1
46978,1,2,2,2,2,2,2,2,2,7,2.04,3,1,NA
46979,1,2,1,2,1,2,2,2,2,6,1.97,3,NA,NA
46980,1,2,2,2,2,2,2,2,1,12,5,3,1,NA
46981,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
46982,1,2,2,2,2,2,2,2,2,8,3.86,3,NA,NA
46983,2,2,1,2,1,2,2,1,2,5,1.75,2,1,NA
46984,1,1,2,2,2,2,2,1,2,9,2.11,3,NA,NA
46985,2,2,1,2,2,2,2,2,2,2,0.6,1,2,1
46986,2,2,2,1,2,1,2,2,2,2,0.24,1,2,1
46987,1,2,2,2,2,2,2,2,2,6,1.2,1,2,1
46988,1,2,2,2,2,2,2,1,2,4,0.93,1,2,1
46989,1,2,2,2,2,2,2,2,2,5,0.78,1,2,1
46990,1,2,2,2,2,2,2,2,2,11,3.29,3,NA,NA
46991,2,2,1,2,2,2,2,2,2,4,1.88,3,2,77
46992,1,2,1,2,2,2,2,2,2,6,1.45,2,2,1
46993,1,2,2,2,2,2,2,2,1,7,1.35,2,2,1
46994,1,1,2,2,1,2,2,2,1,2,0.42,1,2,1
46995,2,2,1,2,1,2,2,1,2,5,1.95,3,NA,NA
46996,2,2,1,2,1,2,2,1,2,3,1.27,1,1,NA
46997,1,1,2,2,2,2,2,1,1,3,0.58,1,1,NA
46998,1,2,2,2,2,2,2,2,2,6,0.74,1,2,1
46999,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1
47000,1,2,2,2,2,2,2,1,1,12,5,3,NA,NA
47001,1,2,2,2,2,2,2,2,2,6,3.23,3,NA,NA
47002,2,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA
47003,1,2,2,2,2,2,2,2,2,2,0.58,1,2,1
47004,1,2,2,2,2,2,2,2,2,6,2.45,3,NA,NA
47005,1,2,1,2,2,2,2,1,2,99,NA,2,1,NA
47006,1,1,2,2,2,2,2,2,2,12,5,3,1,NA
47007,1,2,2,2,2,2,2,2,2,8,3.86,3,NA,NA
47008,1,2,2,2,2,2,2,2,2,10,3.4,3,NA,NA
47009,1,2,2,2,2,2,2,1,2,8,2.8,3,NA,NA
47010,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
47011,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA
47012,1,2,2,2,1,2,2,1,2,12,5,3,NA,NA
47013,1,2,2,2,2,2,2,2,2,2,0.12,1,2,1
47014,1,2,2,2,2,2,2,2,2,11,4.64,3,NA,NA
47015,2,2,1,2,1,2,2,1,2,3,0.86,1,2,4
47016,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
47017,1,1,2,2,1,2,2,2,2,99,NA,1,NA,NA
47018,1,2,2,2,2,2,2,2,2,8,1.86,3,NA,NA
47019,7,7,7,7,7,7,7,7,2,NA,NA,NA,NA,NA
47020,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
47021,1,2,2,1,2,2,2,2,2,3,0.34,1,2,1
47022,1,2,2,2,2,2,2,2,2,3,0.52,1,2,1
47023,1,2,2,2,2,2,2,2,2,8,2.8,3,NA,NA
47024,2,2,1,2,2,2,2,2,2,3,0.94,1,2,1
47025,1,1,2,2,2,2,2,2,2,77,NA,1,NA,NA
47026,2,2,1,2,1,2,2,1,2,77,NA,7,7,NA
47027,1,2,2,2,2,2,2,2,1,5,1.4,2,NA,NA
47028,1,2,1,2,2,2,2,2,2,7,1.35,2,2,1
47029,1,2,2,2,2,2,2,2,2,5,1.05,1,NA,NA
47030,2,2,1,2,1,2,2,2,2,3,0.99,1,2,1
47031,1,2,2,2,2,1,2,2,2,2,0.85,1,2,1
47032,1,2,2,2,2,2,2,1,2,10,3.68,3,NA,NA
47033,1,2,2,2,2,2,2,2,2,7,1.3,1,2,2
47034,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1
47035,1,2,2,2,2,2,2,2,2,6,3,3,NA,NA
47036,1,2,2,2,2,2,2,2,2,99,NA,1,2,99
47037,1,2,2,2,2,2,2,2,2,8,1.94,3,2,1
47038,1,1,2,2,2,2,2,2,2,2,0.22,1,2,1
47039,1,2,2,2,2,2,2,2,2,3,0.68,1,2,1
47040,1,2,2,2,2,2,2,2,2,1,0,1,2,1
47041,1,2,2,2,2,2,2,2,2,5,1.05,1,2,1
47042,1,1,2,2,2,2,2,2,2,3,0.92,1,2,1
47043,1,2,2,2,2,2,2,2,2,7,1.49,2,2,1
47044,1,2,1,2,1,1,2,1,2,7,1.45,2,NA,NA
47045,1,1,2,2,2,2,2,2,2,3,0.45,1,2,1
47046,1,2,2,1,2,2,2,1,2,5,1.16,1,2,1
47047,1,2,2,2,2,2,2,2,2,10,5,3,NA,NA
47048,1,2,2,2,2,2,2,2,2,10,2.61,3,NA,NA
47049,1,2,2,2,2,2,2,2,2,11,2.63,3,NA,NA
47050,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
47051,1,2,2,2,2,2,2,2,1,6,0.93,1,2,2
47052,1,2,2,2,2,2,2,2,2,2,0.21,1,2,1
47053,2,2,1,2,2,2,1,2,2,3,1.1,1,2,1
47054,1,1,2,2,2,2,2,2,2,8,2.8,3,NA,NA
47055,1,1,1,2,2,2,2,2,2,9,4.29,3,NA,NA
47056,2,2,2,2,2,2,2,2,2,1,0.17,1,2,1
47057,1,1,2,2,2,2,2,2,2,8,2.8,3,NA,NA
47058,1,2,2,2,2,2,1,2,2,8,3.36,3,2,1
47059,1,1,2,2,2,2,2,2,2,4,0.52,1,1,NA
47060,1,2,2,2,2,2,2,2,2,7,2.57,3,NA,NA
47061,2,2,2,2,2,2,2,2,1,2,0.35,1,2,1
47062,1,1,2,2,2,2,2,1,2,5,1.4,2,NA,NA
47063,1,2,2,2,2,2,2,2,2,7,1.35,2,2,3
47064,1,2,2,2,2,2,2,2,2,2,0.25,1,2,1
47065,1,2,2,2,2,2,2,1,2,7,1.49,2,NA,NA
47066,1,2,2,2,2,2,2,2,2,3,0.57,1,1,NA
47067,2,2,2,2,2,1,2,1,2,3,0.52,1,2,1
47068,1,2,1,1,2,2,2,2,2,3,1.15,1,2,1
47069,2,2,1,2,2,1,2,2,1,2,0.51,1,2,1
47070,2,2,1,1,1,1,2,2,2,3,1.03,1,1,NA
47071,1,2,2,2,2,1,2,2,1,5,0.85,1,2,1
47072,1,2,2,2,2,1,2,2,2,7,2.05,3,2,1
47073,1,2,1,2,1,2,2,1,2,7,2.57,3,NA,NA
47074,1,2,2,2,2,2,2,2,2,4,1.31,2,2,1
47075,1,2,2,2,2,2,2,2,2,11,3.48,3,NA,NA
47076,1,2,2,2,2,2,2,2,1,7,2.83,3,NA,NA
47077,1,2,2,2,2,2,2,2,1,3,0.84,1,NA,NA
47078,1,2,2,2,2,2,2,2,1,3,0.6,1,2,5
47079,1,1,2,2,2,2,2,1,2,10,3.49,3,NA,NA
47080,1,2,2,2,2,2,2,2,2,6,1.51,2,2,1
47081,1,1,2,2,2,2,2,2,2,10,1.44,2,NA,NA
47082,1,1,2,2,2,2,2,2,2,99,NA,3,2,1
47083,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
47084,1,2,1,2,2,2,2,2,2,8,3.07,3,NA,NA
47085,1,2,2,2,2,2,2,1,2,9,3.55,3,NA,NA
47086,1,1,1,1,1,1,2,1,2,4,1.4,2,2,1
47087,1,2,1,2,2,2,2,2,2,9,4.38,3,NA,NA
47088,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1
47089,1,2,2,2,2,2,2,2,2,4,0.47,1,2,1
47090,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
47091,2,2,2,2,2,1,1,2,2,3,0.62,1,2,1
47092,1,2,2,2,2,2,2,2,2,7,1.35,2,2,3
47093,1,2,2,2,2,2,2,1,1,1,0.4,1,2,2
47094,1,2,2,2,2,2,2,2,2,11,3.39,3,NA,NA
47095,1,2,1,2,1,2,2,2,1,7,2.74,3,NA,NA
47096,1,1,2,2,2,2,2,1,2,5,1.13,1,1,NA
47097,2,2,2,2,2,2,2,1,2,1,0,1,1,NA
47098,1,2,2,2,2,2,2,1,2,11,3.96,3,NA,NA
47099,1,1,2,2,1,2,2,2,2,99,NA,3,9,NA
47100,1,2,2,2,2,2,2,2,2,99,NA,3,NA,NA
47101,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1
47102,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1
47103,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
47104,1,2,2,2,2,2,2,2,2,8,2.62,3,NA,NA
47105,1,2,2,2,2,2,2,2,1,7,1.98,3,2,1
47106,2,2,1,1,1,2,2,1,2,10,3.49,3,NA,NA
47107,2,2,1,2,2,1,1,2,1,2,0.25,1,2,1
47108,1,2,2,2,2,2,2,2,2,11,4.07,3,NA,NA
47109,1,2,2,2,2,1,2,2,2,2,0.58,1,2,1
47110,1,1,2,2,2,2,1,2,2,9,2.09,3,NA,NA
47111,1,2,2,2,2,2,2,1,1,8,2.95,3,NA,NA
47112,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1
47113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47114,1,1,2,2,2,2,2,2,2,4,1.85,2,NA,NA
47115,1,2,2,2,1,2,2,2,2,10,5,3,NA,NA
47116,1,2,2,2,2,2,2,1,2,9,3.41,3,NA,NA
47117,1,2,2,2,2,2,2,2,2,8,1.65,2,NA,NA
47118,1,2,2,2,2,2,2,2,2,5,1.05,1,2,1
47119,1,1,2,2,2,2,2,1,1,9,5,3,NA,NA
47120,1,2,2,2,2,2,2,1,2,7,1.74,2,NA,NA
47121,1,2,2,2,2,2,2,2,2,6,1.14,1,2,1
47122,1,2,2,1,2,2,2,2,2,8,1.98,3,NA,NA
47123,1,2,2,2,2,2,2,2,2,10,3.2,3,NA,NA
47124,1,1,2,2,2,2,2,2,2,8,2.32,3,2,1
47125,1,2,2,2,2,2,2,2,2,7,1.26,1,2,1
47126,1,2,2,2,2,2,2,2,2,5,2.31,3,NA,NA
47127,1,2,2,2,2,2,2,2,2,99,NA,3,2,99
47128,1,2,2,2,2,1,2,2,2,77,NA,1,2,1
47129,1,1,2,2,2,2,2,2,2,10,4.09,3,NA,NA
47130,2,2,2,2,2,2,1,2,1,2,0.35,1,2,1
47131,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
47132,1,2,2,2,2,2,2,1,2,8,3.43,3,NA,NA
47133,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1
47134,1,2,2,2,2,2,2,2,1,6,1.21,1,2,4
47135,1,2,2,2,2,2,2,2,2,9,2.83,3,NA,NA
47136,1,2,2,2,2,2,2,2,2,3,1.03,1,1,NA
47137,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1
47138,1,2,2,2,2,2,2,2,2,7,1.52,2,NA,NA
47139,1,2,2,2,2,2,2,1,2,6,1.24,1,2,3
47140,1,2,2,2,2,2,2,2,2,3,0.7,1,2,1
47141,1,2,2,2,2,2,2,2,2,9,2.04,3,NA,NA
47142,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1
47143,2,2,2,2,2,1,1,2,1,2,0.53,1,2,1
47144,1,1,2,2,2,2,2,1,2,9,3.41,3,NA,NA
47145,2,2,1,2,1,2,2,1,2,5,1.75,2,NA,NA
47146,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1
47147,1,2,2,2,2,2,2,2,2,6,1.75,2,2,1
47148,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
47149,1,2,2,2,2,2,2,2,2,5,1.23,1,2,1
47150,1,1,2,2,2,2,2,2,2,99,NA,2,2,2
47151,1,1,2,2,2,2,2,2,2,99,NA,9,NA,NA
47152,1,2,2,2,2,2,2,2,2,4,1.05,1,2,1
47153,1,2,2,2,2,2,2,2,2,9,2.72,3,NA,NA
47154,2,1,2,2,2,2,2,1,2,11,5,3,NA,NA
47155,2,2,2,2,2,2,2,2,2,99,NA,1,2,1
47156,1,2,2,2,2,2,2,2,2,77,NA,1,2,1
47157,1,1,1,2,1,2,2,1,2,12,5,3,NA,NA
47158,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
47159,1,2,2,2,2,2,2,1,2,9,4.38,3,NA,NA
47160,1,1,2,2,2,2,2,2,2,4,0.73,1,2,1
47161,1,2,2,2,2,2,2,2,1,12,3.86,3,NA,NA
47162,1,1,2,2,2,2,2,2,2,99,NA,3,2,1
47163,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
47164,1,2,2,2,2,2,2,2,2,1,0.09,1,2,2
47165,1,1,2,2,2,2,2,2,2,3,0.7,1,2,1
47166,2,2,1,2,2,2,1,2,2,7,1.45,2,2,1
47167,2,1,2,2,2,2,2,2,2,99,NA,3,NA,NA
47168,1,2,2,2,2,2,2,2,2,4,0.91,1,2,1
47169,1,2,2,2,2,2,2,2,2,3,0.69,1,NA,NA
47170,1,2,2,2,2,2,2,2,2,4,0.62,1,2,1
47171,1,2,2,2,2,2,2,2,2,4,0.98,1,2,1
47172,1,2,1,2,1,2,2,1,2,11,4.89,3,NA,NA
47173,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA
47174,1,2,2,2,2,1,2,2,2,5,1.4,2,2,1
47175,1,2,1,2,2,2,2,1,1,7,2.63,3,NA,NA
47176,2,2,1,2,1,2,2,1,2,6,1.93,3,1,NA
47177,1,2,2,2,2,2,2,2,2,9,4.38,3,NA,NA
47178,1,1,2,2,2,2,2,2,1,12,5,3,NA,NA
47179,1,1,2,2,1,2,2,1,2,12,5,3,NA,NA
47180,1,2,2,2,2,2,2,2,2,2,0.12,1,2,1
47181,1,2,2,2,2,2,2,2,2,7,3.64,3,NA,NA
47182,1,1,2,2,2,2,2,2,2,3,0.7,1,2,1
47183,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
47184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47185,1,2,2,2,2,2,1,2,2,2,0.28,1,2,1
47186,1,2,1,2,2,2,2,2,2,99,NA,2,2,1
47187,2,2,2,2,2,2,2,2,1,1,0.14,1,2,1
47188,1,2,2,2,2,2,2,1,2,11,3.96,3,NA,NA
47189,1,2,2,2,2,2,2,2,2,3,0.84,1,2,1
47190,1,2,1,2,2,2,2,1,2,77,NA,7,7,NA
47191,2,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA
47192,1,2,2,2,2,2,2,2,2,12,5,3,2,1
47193,1,1,2,2,2,2,2,1,1,12,4.84,3,NA,NA
47194,1,2,2,2,2,2,2,2,2,4,0.42,1,2,1
47195,1,2,1,2,2,1,2,2,2,6,0.88,1,2,1
47196,1,2,2,2,2,2,2,2,2,6,1.06,1,NA,NA
47197,1,2,2,2,2,2,2,2,1,4,1.02,1,2,1
47198,1,2,2,2,2,2,2,2,1,4,0.81,1,2,1
47199,1,2,2,2,2,2,2,2,1,8,1.54,2,2,1
47200,1,2,2,2,2,2,2,2,2,4,0.93,1,2,2
47201,1,2,2,2,2,2,2,2,2,7,2.55,3,2,3
47202,2,2,1,2,2,2,2,2,2,3,1.13,1,2,1
47203,2,2,1,2,1,2,2,1,2,10,4.71,3,NA,NA
47204,1,2,2,2,2,2,2,1,2,7,1.74,2,NA,NA
47205,1,2,2,2,2,2,2,2,2,4,0.75,1,2,1
47206,1,2,1,2,2,2,2,2,2,9,3.21,3,NA,NA
47207,1,2,2,2,2,2,2,2,2,3,0.41,1,2,1
47208,2,2,2,1,2,1,1,2,2,3,0.48,1,2,1
47209,1,2,2,2,2,2,2,2,2,10,2.04,3,NA,NA
47210,2,2,1,2,1,2,2,2,1,5,1.58,2,1,NA
47211,1,2,2,2,2,2,2,2,1,3,0.4,1,2,1
47212,2,2,1,2,2,1,2,2,2,3,0.83,1,2,1
47213,1,2,2,2,2,1,2,2,1,6,2.14,3,NA,NA
47214,1,1,2,1,2,2,2,2,1,8,2.73,3,NA,NA
47215,1,2,2,2,2,2,2,2,2,2,0.2,1,2,1
47216,1,2,1,2,1,2,2,1,2,8,2.8,3,NA,NA
47217,1,2,2,2,2,2,2,2,2,5,2.12,3,NA,NA
47218,1,2,2,2,2,2,1,2,2,3,0.48,1,2,1
47219,2,2,2,2,1,1,2,2,2,6,1.02,1,2,2
47220,1,1,2,2,2,2,2,1,1,12,5,3,NA,NA
47221,1,2,2,2,2,2,2,2,2,3,0.52,1,2,2
47222,1,2,1,2,2,2,2,2,2,4,1.31,2,2,1
47223,1,2,2,2,2,2,2,2,2,5,1.58,2,NA,NA
47224,2,2,2,2,2,1,2,2,2,2,0.75,1,2,1
47225,1,2,2,2,2,2,2,2,1,1,0,1,2,1
47226,1,2,2,2,2,2,2,2,2,8,1.86,3,NA,NA
47227,9,2,9,2,2,9,2,2,2,NA,NA,NA,NA,NA
47228,2,2,2,2,2,2,2,2,2,5,1.26,1,2,77
47229,1,2,2,2,2,2,2,2,1,4,1.67,2,NA,NA
47230,1,2,1,2,1,2,2,1,2,12,5,3,NA,NA
47231,1,2,2,2,2,2,2,2,2,2,0.58,1,2,1
47232,1,2,2,2,2,2,2,1,2,9,2.83,3,NA,NA
47233,2,2,2,2,2,2,2,2,2,5,0.65,1,2,1
47234,2,2,2,2,2,2,2,1,1,3,1.41,2,NA,NA
47235,1,2,2,2,2,2,2,2,1,3,0.77,1,2,1
47236,1,2,2,2,2,2,2,2,2,5,1.31,2,2,1
47237,1,2,2,2,2,2,2,2,2,10,2.25,3,NA,NA
47238,2,2,2,2,2,1,2,2,2,2,0.29,1,2,1
47239,1,2,2,2,2,2,2,2,2,2,0.12,1,2,1
47240,1,2,2,2,2,2,2,2,1,5,1.05,1,2,1
47241,1,2,2,2,1,2,2,1,2,12,5,3,NA,NA
47242,1,2,2,2,2,2,2,2,2,5,1.26,1,2,3
47243,2,1,1,2,1,2,2,1,2,8,3.43,3,1,NA
47244,1,2,2,2,2,2,2,1,2,77,NA,7,7,NA
47245,1,2,2,2,2,2,2,2,2,3,1.41,2,2,1
47246,1,2,2,2,2,2,2,2,2,6,2.94,3,NA,NA
47247,1,1,2,2,2,2,2,2,2,5,0.99,1,1,NA
47248,1,2,2,2,2,2,2,2,2,9,4.38,3,NA,NA
47249,1,2,2,2,2,2,2,1,2,4,0.95,1,2,1
47250,1,1,2,2,2,2,2,2,2,3,0.88,1,1,NA
47251,1,1,2,2,2,2,2,1,2,4,0.75,1,1,NA
47252,1,2,2,2,2,2,2,2,2,4,1.76,2,NA,NA
47253,1,2,2,2,2,2,2,2,2,5,1.16,1,NA,NA
47254,1,2,2,2,2,2,2,2,2,6,1.7,2,NA,NA
47255,1,2,2,2,2,2,2,2,2,8,2.8,3,NA,NA
47256,2,2,1,2,2,2,2,2,2,3,0.94,1,2,3
47257,2,1,1,1,1,2,1,2,2,2,0.34,1,2,1
47258,1,2,2,2,2,2,2,2,2,8,2.24,3,NA,NA
47259,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
47260,2,2,2,2,2,2,2,2,2,5,0.65,1,2,1
47261,1,2,2,2,2,2,2,2,2,8,1.74,2,2,3
47262,1,2,2,2,2,2,2,2,2,99,NA,1,7,NA
47263,1,1,2,2,2,2,2,2,1,3,0.42,1,2,1
47264,1,2,1,1,2,2,2,2,2,6,2.23,3,NA,NA
47265,2,2,1,2,1,2,2,2,2,7,2.66,3,NA,NA
47266,1,2,2,2,2,2,2,1,2,6,2.23,3,NA,NA
47267,2,2,2,2,2,2,2,2,1,2,0.23,1,2,1
47268,1,2,2,2,2,2,2,2,2,6,0.97,1,2,1
47269,1,2,2,1,2,2,1,2,1,2,0.35,1,2,1
47270,2,2,1,2,1,1,2,2,2,3,1.05,1,2,1
47271,2,2,1,2,1,2,2,1,2,4,1.76,2,NA,NA
47272,2,2,1,2,1,2,2,1,2,5,1.9,3,NA,NA
47273,1,2,1,1,2,2,2,2,2,6,1.97,3,2,77
47274,1,2,1,2,2,2,2,2,2,6,3.17,3,NA,NA
47275,1,2,2,2,2,2,2,2,2,8,1.94,3,2,3
47276,2,2,1,2,2,2,2,2,2,9,4.29,3,NA,NA
47277,2,2,1,2,2,2,2,2,2,5,2.31,3,NA,NA
47278,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1
47279,2,2,2,2,2,1,2,2,2,2,0.22,1,2,1
47280,1,2,1,2,2,1,2,2,2,99,NA,3,2,1
47281,1,1,1,2,2,2,2,2,2,99,NA,9,9,NA
47282,1,2,2,2,2,2,2,2,1,2,0.35,1,2,1
47283,2,2,1,2,1,2,2,1,2,4,1.88,3,1,NA
47284,1,2,2,2,2,2,2,2,2,8,1.7,2,2,1
47285,1,2,2,2,2,2,2,2,2,3,0.57,1,2,1
47286,2,2,1,2,2,2,2,2,2,3,1.05,1,2,1
47287,1,2,2,2,2,2,2,2,2,7,2.05,3,2,4
47288,1,2,2,2,2,2,1,2,1,7,1.12,1,2,1
47289,1,2,2,2,2,2,2,2,2,3,0.94,1,2,1
47290,1,2,2,2,2,2,2,2,2,9,2.27,3,NA,NA
47291,1,2,2,2,2,2,2,2,2,5,2.35,3,NA,NA
47292,1,2,2,2,2,2,2,2,2,3,0.58,1,NA,NA
47293,1,2,2,2,2,2,2,1,2,8,4.47,3,NA,NA
47294,2,2,1,2,1,1,2,2,2,5,1.61,2,1,NA
47295,2,2,1,2,1,2,2,1,2,7,3.46,3,NA,NA
47296,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA
47297,1,2,2,2,2,2,2,2,1,5,2.08,3,NA,NA
47298,1,2,1,2,2,2,2,1,2,11,5,3,NA,NA
47299,1,2,1,1,2,2,2,2,2,10,2.9,3,2,1
47300,1,2,2,2,2,2,2,2,1,3,0.58,1,2,1
47301,1,2,2,2,2,2,2,1,2,9,5,3,NA,NA
