"seqn","hoq011","hod030","hoq040","hod050","hod060","hoq065","hoq070","hoq080","hoq230","hoq240","hoq250","hoq260a","hoq260b","hoq260c","hoq270","hoq280a","hoq280b","hoq280c"
35390,2,NA,5,9,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35391,4,5,99,5,2,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35392,2,NA,3,7,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35393,4,6,99,4,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35394,2,NA,3,6,1,2,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35395,2,NA,5,7,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35396,2,NA,2,6,5,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
35397,2,NA,6,5,5,1,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA
35398,2,NA,4,8,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35399,2,NA,6,7,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35400,3,NA,99,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35401,2,NA,99,5,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35402,3,NA,5,6,5,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35403,2,NA,1,9,3,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35404,2,NA,1,5,4,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
35405,1,NA,1,4,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
35406,1,NA,2,6,4,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35407,2,NA,5,5,5,2,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
35408,4,5,99,3,4,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35409,2,NA,2,12,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35410,2,NA,1,6,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35411,2,NA,6,6,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35412,2,NA,1,5,3,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
35413,4,7,3,5,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35414,2,NA,4,5,3,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35415,2,NA,1,8,3,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
35416,3,NA,6,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35417,2,NA,1,13,4,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA
35418,4,5,99,4,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35419,2,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35420,2,NA,4,8,3,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA
35421,2,NA,3,8,4,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
35422,1,NA,3,5,2,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
35423,4,6,6,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35424,3,NA,99,7,5,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35425,2,NA,4,4,2,2,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
35426,2,NA,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35427,3,NA,5,4,1,2,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
35428,2,NA,4,6,3,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35429,3,NA,6,8,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35430,2,NA,2,7,5,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35431,2,NA,99,4,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35432,2,NA,4,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35433,4,7,99,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35434,4,4,99,3,5,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35435,2,NA,6,4,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35436,4,4,99,2,1,2,9,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35437,2,NA,2,8,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35438,2,NA,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35439,4,7,6,3,5,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35440,2,NA,4,7,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35441,2,NA,3,10,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35442,4,4,5,6,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35443,2,NA,1,8,3,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
35444,2,NA,3,5,5,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
35445,2,NA,2,7,1,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35446,4,7,99,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35447,1,NA,99,4,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35448,2,NA,2,7,5,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
35449,2,NA,1,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35450,4,5,99,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35451,4,4,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35452,2,NA,1,5,2,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA
35453,2,NA,3,4,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35454,1,NA,3,4,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35455,2,NA,99,7,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35456,4,4,99,4,3,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35457,3,NA,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35458,2,NA,99,5,1,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35459,2,NA,99,6,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35460,2,NA,2,7,2,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
35461,1,NA,1,5,1,2,2,1,2,1,2,NA,NA,NA,2,NA,NA,NA
35462,2,NA,4,8,4,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35463,1,NA,1,6,5,1,1,2,1,2,1,1,2,NA,NA,NA,NA,NA
35464,2,NA,3,5,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35465,2,NA,5,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35466,2,NA,99,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35467,1,NA,3,7,3,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35468,2,NA,1,9,2,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35469,4,7,6,4,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35470,4,1,99,6,1,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
35471,4,3,99,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35472,4,4,3,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35473,4,3,6,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35474,4,3,99,4,2,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
35475,2,NA,2,7,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35476,2,NA,3,6,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35477,2,NA,1,8,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35478,4,4,99,4,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35479,1,NA,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35480,2,NA,4,6,2,1,1,2,2,2,2,NA,NA,NA,1,NA,2,NA
35481,1,NA,2,4,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35482,2,NA,1,10,5,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
35483,2,NA,1,8,2,1,2,1,2,2,1,1,2,3,NA,NA,NA,NA
35484,2,NA,3,5,3,2,1,2,2,1,1,1,2,NA,NA,NA,NA,NA
35485,2,NA,5,5,5,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35486,4,4,1,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35487,3,NA,1,12,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35488,3,NA,6,4,3,2,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
35489,2,NA,6,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35490,2,NA,1,7,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35491,4,4,5,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35493,2,NA,6,8,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35494,2,NA,1,8,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35495,2,NA,99,6,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35496,2,NA,1,9,4,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
35497,4,3,4,4,4,2,2,2,2,2,2,NA,NA,NA,1,1,NA,NA
35498,2,NA,5,12,5,1,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA
35499,4,5,99,5,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35500,2,NA,3,10,5,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
35501,2,NA,3,10,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35502,2,NA,6,9,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35503,2,NA,4,8,4,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
35504,4,4,99,3,5,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35505,2,NA,2,7,4,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
35506,2,NA,2,8,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35507,3,NA,99,7,99,9,9,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35508,4,7,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35509,2,NA,1,5,3,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
35510,4,4,99,5,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35511,2,NA,1,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35512,2,NA,99,4,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35513,2,NA,2,6,2,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
35514,2,NA,1,8,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35515,2,NA,1,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35516,1,NA,2,5,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35517,2,NA,5,6,5,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
35518,2,NA,4,5,5,1,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
35519,4,4,2,5,1,2,1,2,2,1,1,NA,NA,3,NA,NA,NA,NA
35520,2,NA,1,9,4,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35521,1,NA,2,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35522,6,NA,99,2,5,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35523,2,NA,5,11,5,1,1,2,2,2,2,NA,NA,NA,1,NA,2,NA
35524,4,4,4,4,4,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35525,2,NA,1,4,1,3,2,9,9,9,1,1,NA,NA,NA,NA,NA,NA
35526,2,NA,3,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35527,2,NA,4,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35528,2,NA,6,3,5,1,2,2,2,1,1,1,2,NA,NA,NA,NA,NA
35529,2,NA,1,7,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35530,2,NA,4,5,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35531,2,NA,5,4,2,2,1,2,1,2,1,1,NA,3,NA,NA,NA,NA
35532,4,6,99,5,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35533,4,1,6,4,3,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35534,3,NA,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35535,4,5,2,3,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35536,2,NA,1,7,5,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
35537,2,NA,1,6,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35538,2,NA,4,6,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35539,3,NA,99,4,2,2,1,2,1,2,2,NA,NA,NA,1,1,NA,NA
35540,2,NA,4,12,5,1,1,1,2,1,2,NA,NA,NA,1,1,NA,NA
35541,4,5,1,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35542,4,1,3,3,2,2,1,2,2,1,2,NA,NA,NA,1,1,NA,3
35543,1,NA,1,9,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35544,4,7,1,2,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35545,2,NA,5,6,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35546,2,NA,1,10,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35547,2,NA,2,5,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35548,2,NA,4,6,1,1,1,2,2,2,1,1,NA,3,NA,NA,NA,NA
35549,2,NA,4,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35550,4,3,99,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35551,2,NA,3,4,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35552,2,NA,2,9,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35553,2,NA,6,4,5,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
35554,2,NA,4,6,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35555,3,NA,1,7,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35556,2,NA,99,6,4,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35557,2,NA,6,7,4,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35558,4,4,6,3,5,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35559,4,6,1,3,1,2,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35560,4,5,1,6,3,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
35561,2,NA,1,9,4,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
35562,2,NA,1,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35563,2,NA,6,10,4,1,1,1,1,1,2,NA,NA,NA,1,NA,2,NA
35564,2,NA,3,6,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35565,2,NA,5,5,2,2,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
35566,2,NA,1,5,3,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35567,2,NA,2,6,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35568,2,NA,3,9,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35569,2,NA,5,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35570,2,NA,99,6,4,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35571,2,NA,4,8,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35572,2,NA,4,6,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35573,2,NA,99,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35574,2,NA,1,6,2,3,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35575,1,NA,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35576,2,NA,4,4,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35577,3,NA,2,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35578,2,NA,1,7,4,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35579,2,NA,5,5,2,2,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
35580,2,NA,2,6,5,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
35581,4,7,99,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35582,1,NA,1,4,3,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35583,2,NA,1,10,2,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
35584,2,NA,6,6,3,1,1,1,9,1,2,NA,NA,NA,2,NA,NA,NA
35585,2,NA,3,5,1,2,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
35586,4,1,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35587,2,NA,1,5,3,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35588,2,NA,3,4,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35589,2,NA,5,5,3,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
35590,3,NA,6,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35591,2,NA,4,5,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35592,2,NA,2,9,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35593,3,NA,3,5,3,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35594,2,NA,5,5,4,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
35595,2,NA,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35596,4,99,99,4,4,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35597,2,NA,4,5,4,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35598,4,99,99,4,2,2,1,9,1,1,2,NA,NA,NA,2,NA,NA,NA
35599,3,NA,99,6,2,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35600,3,NA,6,4,5,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
35601,2,NA,3,6,3,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35602,4,7,99,4,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35603,2,NA,3,4,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35604,4,3,4,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35605,1,NA,99,6,2,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA
35606,2,NA,99,6,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35607,2,NA,1,12,1,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
35608,2,NA,99,10,4,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35609,2,NA,3,5,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35610,4,5,2,4,3,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35611,2,NA,2,7,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35612,4,7,6,3,2,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35613,2,NA,1,7,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35614,2,NA,6,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35615,4,3,3,4,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35616,2,NA,3,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35617,1,NA,2,4,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35618,2,NA,2,4,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35619,1,NA,1,7,5,1,2,1,1,2,1,NA,2,NA,NA,NA,NA,NA
35620,2,NA,3,5,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35621,2,NA,6,8,2,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
35622,2,NA,99,8,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35623,3,NA,3,8,4,1,1,1,1,2,1,1,2,NA,NA,NA,NA,NA
35624,4,3,3,2,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35625,2,NA,5,7,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35626,2,NA,99,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35627,4,5,99,3,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35628,4,7,99,3,4,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35629,4,99,99,4,1,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35630,2,NA,3,10,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35631,2,NA,3,9,2,1,2,1,2,2,1,1,2,3,NA,NA,NA,NA
35632,2,NA,1,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35633,1,NA,2,4,2,1,2,2,1,2,1,NA,2,NA,NA,NA,NA,NA
35634,2,NA,2,10,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35635,2,NA,3,8,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35636,2,NA,1,6,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35637,1,NA,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35638,4,1,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35639,2,NA,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35640,4,5,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35641,2,NA,99,4,1,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
35642,2,NA,99,7,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35643,2,NA,99,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35644,2,NA,3,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35645,3,NA,4,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35646,2,NA,1,8,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35647,2,NA,99,6,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35648,3,NA,6,6,2,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
35649,2,NA,1,7,2,1,2,2,2,2,2,NA,NA,NA,1,NA,2,NA
35650,4,4,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35651,4,6,1,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35652,2,NA,99,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35653,2,NA,99,8,1,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35654,2,NA,1,5,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
35655,1,NA,1,5,1,1,2,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35656,2,NA,3,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35657,2,NA,1,5,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35658,2,NA,6,8,4,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35659,3,NA,1,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35660,2,NA,4,4,4,1,2,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35661,6,NA,1,1,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35662,2,NA,2,6,4,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA
35663,2,NA,1,10,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35664,3,NA,99,4,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35665,2,NA,99,6,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35666,4,1,99,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35667,4,3,2,4,1,2,2,2,2,2,2,NA,NA,NA,1,1,2,NA
35668,2,NA,4,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35669,6,NA,3,1,2,3,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
35670,2,NA,2,10,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35671,1,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,1,NA,2,NA
35672,2,NA,1,9,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35673,2,NA,4,8,5,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
35674,2,NA,4,8,4,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
35675,2,NA,1,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35676,1,NA,1,6,1,1,2,2,2,1,2,NA,NA,NA,1,1,2,NA
35677,4,4,99,4,3,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
35678,2,NA,1,9,1,1,1,2,2,2,1,1,NA,3,NA,NA,NA,NA
35679,2,NA,6,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35680,2,NA,99,5,4,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
35681,2,NA,99,6,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35682,3,NA,99,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
35683,1,NA,99,6,2,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA
35684,2,NA,4,10,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35685,2,NA,6,9,3,1,1,1,1,2,2,NA,NA,NA,1,1,NA,NA
35686,3,NA,99,3,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35687,2,NA,1,8,3,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
35688,2,NA,1,11,4,3,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
35689,1,NA,2,5,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
35690,2,NA,1,9,2,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35691,4,3,3,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
35692,1,NA,1,4,3,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
35693,4,4,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
